artwork_id,title,artist,address,city,state,zip_code,latitude,longitude,materials,workType,themes,yearCreated,placement,collection
4843150f-57e2-44a5-9a39-b4936fdc726b,Wave Arbor,Douglas Hollis,475 Long Bridge Dr.,Arlington,Virginia,22202,38.8665788,-77.04719728,"aluminum (metal), LEDs, paint, steel (alloy)","kinetic (style), sculpture (visual work)",,2011,parks (recreation areas),Arlington County
4adb2880-f36a-4d76-a759-bf129b161e17,Color Dance,Dorothy Gillespie,30461 Garnand Dr,Emory,Virginia,24327,36.77268345802128,-81.82916377134407,"aluminum (metal), enamel (fused coating)","wall pieces, sculpture (visual work)",abstract (general art genre),1992,universities,Emory & Henry University
c7131c79-133b-4e37-96c5-d5b726a09aec,Moving Water,Matthew Harwood,6348 Northumberland Hwy,Heathsville,Virginia,22473,37.921513,-76.483713,"cedar, fiberglass, stainless steel",benches (furniture),,2012,recreation centers,Northumberland Family YMCA
bb9b3f23-bb4c-49b1-a2ba-f70eae6d6194,Narcissi,Louise Jones,6630 Main St,Gloucester,Virginia,23061,37.41355510946019,-76.52566627282641,paint,mural paintings (visual works),,2018,storefronts,The Cook Foundation
9f1a8e78-652f-477d-bc85-015b69b85b3d,Man and Crocodile,Girolamo Ciulla,Newport News Park,Newport News,Virginia,23606,37.17783548516651,-76.54600222400785,marble (rock),outdoor sculpture,,2021,parks (grounds),Newport News Public Art Foundation
a5cd4dd0-d1a8-4ab2-9702-48cd4939d177,La Luna,Lars Widenfalk,Chatham Dr and Bland Blvd,Newport News,Virginia,23602,37.123129403078785,-76.51854712335579,marble (rock),sculpture (visual work),,2020,parks (grounds),Newport News Public Art Foundation
2258441b-b7a2-4314-841a-1b5f20653913,Izar,Bruce White,Newport News/Williamsburg International Airport entrance,Newport News,Virginia,23602,37.127775407918435,-76.51127919542454,stainless steel,outdoor sculpture,,2007,"intersections, airports",Newport News Public Art Foundation
15f27d2f-f97a-4782-89b5-093ec15fa462,Time,Lee Tribe,"12750 Warwick Boulevard, across from Peninsula Memorial Park",Newport News,Virginia,23606,37.09189,-76.503561,steel (alloy),outdoor sculpture,,2013,median strips,Newport News Public Art Foundation
d888aa0f-23e6-416a-8b8b-1f826447bbdb,Starfinder,Owen Morrel,800 Tech Center Parkway,Newport News,Virginia,23606,37.10034267153535,-76.48356554469926,"aluminum (metal), steel (alloy)",sculpture (visual work),geometric,2024,universities,Newport News Public Art Foundation
23f791f8-c826-48a4-9d4d-4851caec9afc,Natural,Masaru Bando,Intersection of Thomas Wolfe and Philip Roth Streets,Newport News,Virginia,,37.08515114002346,-76.48841050570286,bronze (metal),bronzes (sculptures),,2003,intersections,Newport News Public Art Foundation
fda65dc0-3434-4aac-8413-d8ed4c15b2fc,Il Segreto,Emanuele De Reggi,"Walt Whitman Avenue at Mark Twain Square, Port Warwick",Newport News,Virginia,,37.08288685163829,-76.48754359538265,bronze (metal),bronzes (sculptures),,2004,intersections,Newport News Public Art Foundation
73c81557-7010-4251-a4e5-67e08904ce83,Melpomene,Romolo Del Deo,"Intersection of Nat Turner Boulevard and Walt Whitman Avenue, Port Warwick",Newport News,Virginia,23606,37.08252,-76.486779,bronze (metal),bronzes (sculptures),,2002,intersections,Newport News Public Art Foundation
c07a08b5-d13a-46a6-99f8-9bcf2cc19e18,Francesco,Emanuele De Reggi,Christopher Newport University campus,Newport News,Virginia,23606,37.0625361,-76.4964762,bronze (metal),bronzes (sculptures),,2013,universities and colleges,Newport News Public Art Foundation
ce46c25e-02b1-41a6-8a8f-c33cd4125b77,Spring Breeze,Rodney Carroll,11800 block of Jefferson Avenue,Newport News,Virginia,23606,37.08561,-76.481838,"stainless steel, bronze (metal)",sculpture (visual work),,2001,sidewalks,Newport News Public Art Foundation
1b870d4b-5127-4542-88a7-c53f2e2793f3,Elements,Inger Sannes,Intersection of Avenue of the Arts and Shoe Lane,Newport News,Virginia,23606,37.062058,-76.492288,marble (rock),outdoor sculpture,,2008,"intersections, universities and colleges",Newport News Public Art Foundation
c71a56ed-d17f-4fa6-bb29-6d3fdc07e108,Lenape Gate,Harry Gordon,"Emily Dickinson Square, Port Warwick",Newport News,Virginia,23606,37.0761676865571,-76.48314327607754,granite (rock),outdoor sculpture,,2004,public spaces,Newport News Public Art Foundation
a282ab5f-3f3d-4e23-9a63-09b05ed567c4,Hammer Tribute,Jim Benedict,Intersection of City Center Blvd and Canon Blvd.,Newport News,Virginia,23606,37.092923,-76.473488,steel (alloy),outdoor sculpture,,2017,commercial complexes,Newport News Public Art Foundation
